country,self_identification,experience_range,salary_range,tech_do
United States,Developer; Programmer; Full-stack Developer; Hacker,1 - 2 years,"$100,000 - $110,000",AngularJS; C; C++; CoffeeScript; Hadoop; Java; JavaScript; Node.js; Spark; SQL
United States,Developer; Engineer; Programmer; Sr. Developer; Rockstar; Full-stack Developer; Hacker,2 - 5 years,"$100,000 - $110,000","AngularJS; Cloud (AWS, GAE, Azure, etc.); Java; JavaScript; MongoDB; Node.js; Redis; Ruby; Scala; SQL"
United States,Developer,11+ years,"$100,000 - $110,000",AngularJS; C#; JavaScript; SQL; SQL Server
United States,Programmer; Manager,6 - 10 years,"$100,000 - $110,000","Cloud (AWS, GAE, Azure, etc.); R; Redis; SQL"
United States,Developer; Programmer,2 - 5 years,"$100,000 - $110,000",Java; Salesforce; Scala; SQL
United States,Sr. Developer; Manager; Full-stack Developer,11+ years,"$100,000 - $110,000",Java; JavaScript; SQL
United States,Developer; Engineer; Programmer; Sr. Developer; Ninja,11+ years,"$100,000 - $110,000",Android; iOS; Java; Objective-C; PHP; Swift; WordPress
United States,Developer; Engineer; Programmer,1 - 2 years,"$100,000 - $110,000",Java; Python; Scala
United States,Sr. Developer,6 - 10 years,"$100,000 - $110,000",C#; JavaScript; Node.js; Redis; SQL; SQL Server; Visual Basic
United States,Developer; Engineer; Programmer; Sr. Developer,2 - 5 years,"$100,000 - $110,000",Java; JavaScript; MongoDB; Node.js; ReactJS; Redis
United States,Developer; Programmer; Sr. Developer; Full-stack Developer,11+ years,"$100,000 - $110,000",Go; Java; SQL
United States,Engineer; Programmer; Guru; Expert; Hacker,11+ years,"$100,000 - $110,000",Perl; SQL
United States,Developer; Programmer; Expert,11+ years,"$100,000 - $110,000",AngularJS; C++; JavaScript; Python; SQL
United States,Developer; Programmer; Full-stack Developer,11+ years,"$100,000 - $110,000",AngularJS; C#; CoffeeScript; JavaScript; Node.js; SQL Server
United States,Developer; Programmer; Full-stack Developer,6 - 10 years,"$100,000 - $110,000",C#; JavaScript; PHP
Ireland {Republic},Developer; Sr. Developer,11+ years,"$100,000 - $110,000",Java; Python
Switzerland,Developer; Engineer; Programmer; Sr. Developer; Manager,6 - 10 years,"$100,000 - $110,000","Android; Cloud (AWS, GAE, Azure, etc.); Java; JavaScript; Node.js; SQL; SQL Server"
Denmark,Developer; Engineer; Programmer; Sr. Developer; Manager; Expert; Full Stack Overflow Developer; Hacker,6 - 10 years,"$100,000 - $110,000",C; C++; CoffeeScript; JavaScript; Node.js; ReactJS
Israel,Developer; Engineer; Programmer; Sr. Developer; Rockstar; Ninja; Expert,11+ years,"$100,000 - $110,000",Android; AngularJS; C; C++; iOS; Java; JavaScript; Node.js; Objective-C
Liechtenstein,Programmer,11+ years,"$100,000 - $110,000",Java; JavaScript
United States,Developer; Engineer; Programmer; Hacker,6 - 10 years,"$100,000 - $110,000",Android; Arduino / Raspberry Pi; Java; LAMP; MongoDB
United States,Developer; Engineer; Programmer; Sr. Developer; Full-stack Developer,11+ years,"$100,000 - $110,000",JavaScript; Perl
United States,Developer; Engineer; Programmer,2 - 5 years,"$100,000 - $110,000",C; C++; Perl; Python; SQL; SQL Server
United States,Full-stack Developer; Hacker,2 - 5 years,"$100,000 - $110,000",JavaScript; LAMP; PHP; SQL
United States,Developer; Engineer; Sr. Developer,6 - 10 years,"$100,000 - $110,000","C#; Cloud (AWS, GAE, Azure, etc.); JavaScript; SQL; SQL Server"
United States,Engineer,2 - 5 years,"$100,000 - $110,000",Hadoop; Java; Python; R; Spark; SQL
United States,Developer; Programmer; Sr. Developer; Rockstar; Ninja; Guru; Expert; Full-stack Developer; Hacker,11+ years,"$100,000 - $110,000","Cloud (AWS, GAE, Azure, etc.); LAMP; PHP; SQL; WordPress"
Canada,Developer; Engineer; Programmer; Full-stack Developer; Full Stack Overflow Developer,11+ years,"$100,000 - $110,000",C#; JavaScript; ReactJS; SQL; SQL Server
Mexico,Developer; Engineer; Full-stack Developer,6 - 10 years,"$100,000 - $110,000",AngularJS; Dart; JavaScript; MongoDB; Node.js; SQL
Poland,Developer; Engineer; Programmer,2 - 5 years,"$100,000 - $110,000",C++; C#; Python; SQL
United States,Sr. Developer,11+ years,"$100,000 - $110,000",C#; SQL
United States,Developer; Programmer; Sr. Developer; Expert; Hacker,11+ years,"$100,000 - $110,000",JavaScript; Perl; SQL; WordPress
United States,Developer; Engineer; Programmer; Sr. Developer; Rockstar; Ninja; Guru; Expert; Full-stack Developer; Hacker,6 - 10 years,"$100,000 - $110,000",Android; AngularJS; Cordova; Java; LAMP; PHP; Python; SQL
United States,Engineer; Manager; Ninja; Full-stack Developer; Hacker,6 - 10 years,"$100,000 - $110,000","Cloud (AWS, GAE, Azure, etc.); Java; JavaScript; Node.js; Python; R; SQL"
United States,Engineer; Sr. Developer; Ninja; Expert; Hacker,11+ years,"$100,000 - $110,000",Arduino / Raspberry Pi; C; Java; JavaScript; Matlab
United States,Engineer; Programmer; Sr. Developer; Full-stack Developer,11+ years,"$100,000 - $110,000",Arduino / Raspberry Pi; C; C++; Java; JavaScript; LAMP; Perl; Python
United States,Engineer; Sr. Developer; Ninja; Full Stack Overflow Developer,6 - 10 years,"$100,000 - $110,000","AngularJS; C++; C#; Cloud (AWS, GAE, Azure, etc.); Node.js; SharePoint; SQL; SQL Server"
United States,Developer; Engineer; Programmer; Manager,2 - 5 years,"$100,000 - $110,000",Arduino / Raspberry Pi; C; iOS; Java; JavaScript; Objective-C; PHP; SQL; Swift
United States,Developer; Engineer; Programmer; Expert; Full-stack Developer,2 - 5 years,"$100,000 - $110,000",Java; JavaScript; Node.js; Python; ReactJS
United States,Developer; Engineer; Programmer,Less than 1 year,"$100,000 - $110,000",JavaScript; PHP; Python; Ruby
Australia,Developer; Engineer; Programmer,6 - 10 years,"$100,000 - $110,000","AngularJS; C#; Cloud (AWS, GAE, Azure, etc.); Java; JavaScript; SQL Server"
Denmark,Sr. Developer; Expert; Full-stack Developer,11+ years,"$100,000 - $110,000",C#; JavaScript; SQL Server
Israel,Engineer; Sr. Developer; Ninja; Expert,6 - 10 years,"$100,000 - $110,000",Android; Arduino / Raspberry Pi; C#; iOS; Java; MongoDB; Node.js; Objective-C; SQL
United Kingdom,Developer; Engineer; Programmer; Sr. Developer; Expert,11+ years,"$100,000 - $110,000","C#; Cloud (AWS, GAE, Azure, etc.); F#; Redis; SQL; SQL Server"
United Kingdom,Developer; Programmer,11+ years,"$100,000 - $110,000",Android; C#; Cordova; Java; JavaScript
United States,,11+ years,"$100,000 - $110,000",Python; SQL Server; Visual Basic
United States,Programmer,6 - 10 years,"$100,000 - $110,000",CoffeeScript; Ruby
United States,Developer; Engineer; Programmer,11+ years,"$100,000 - $110,000",AngularJS; Java; JavaScript; Python; SQL
United States,Developer; Programmer; Sr. Developer; Expert,11+ years,"$100,000 - $110,000",Android; C#; JavaScript; SQL Server; Visual Basic
United States,Engineer; Programmer; Sr. Developer; Full-stack Developer,6 - 10 years,"$100,000 - $110,000",Android; C#; Cassandra; iOS; Java; JavaScript; Objective-C; Python; SharePoint; SQL; SQL Server; Swift
United States,Developer; Engineer,2 - 5 years,"$100,000 - $110,000",iOS; ReactJS
United States,Sr. Developer,6 - 10 years,"$100,000 - $110,000",Java
Canada,Engineer; Expert; Hacker,6 - 10 years,"$100,000 - $110,000",C; Python
United States,Engineer; Programmer; Sr. Developer; Manager; Hacker,6 - 10 years,"$100,000 - $110,000",C; C++; Cassandra; LAMP; PHP; SQL
United States,Developer; Engineer; Programmer,1 - 2 years,"$100,000 - $110,000",Java
Denmark,Developer; Guru,11+ years,"$100,000 - $110,000",C#; JavaScript; Node.js; SQL Server; WordPress
Sweden,Developer; Engineer; Programmer; Sr. Developer; Full-stack Developer; Full Stack Overflow Developer,11+ years,"$100,000 - $110,000",C; LAMP; Perl; PHP; Python; SQL
United Kingdom,Rockstar,6 - 10 years,"$100,000 - $110,000",Python
United States,Developer; Engineer; Programmer; Sr. Developer; Expert; Full-stack Developer,11+ years,"$100,000 - $110,000",Java; JavaScript; LAMP; Perl; PHP; Python; SQL
United States,Developer; Engineer,2 - 5 years,"$100,000 - $110,000",Java; SQL
United States,Developer; Engineer; Programmer; Sr. Developer; Full-stack Developer,6 - 10 years,"$100,000 - $110,000",C#; JavaScript; SQL; SQL Server
United States,Developer; Engineer; Programmer; Sr. Developer; Ninja; Full-stack Developer,11+ years,"$100,000 - $110,000","C#; Cloud (AWS, GAE, Azure, etc.); JavaScript; ReactJS; SQL; SQL Server"
United States,Developer; Engineer; Programmer; Sr. Developer; Full-stack Developer,11+ years,"$100,000 - $110,000","Android; C#; Cloud (AWS, GAE, Azure, etc.); iOS; Java; JavaScript; Node.js; Objective-C; SQL Server; Swift"
United States,Developer; Programmer; Sr. Developer; Guru; Full-stack Developer,11+ years,"$100,000 - $110,000","C++; C#; Cloud (AWS, GAE, Azure, etc.); JavaScript; SQL; SQL Server"
United States,Developer; Engineer; Programmer; Manager; Full-stack Developer,11+ years,"$100,000 - $110,000",AngularJS; JavaScript; PHP; Python; SQL; WordPress
United States,Programmer; Sr. Developer,6 - 10 years,"$100,000 - $110,000",AngularJS; C#; JavaScript; Node.js
United States,Engineer,6 - 10 years,"$100,000 - $110,000",R; Redis; Scala; SQL
United States,Developer; Engineer; Programmer,2 - 5 years,"$100,000 - $110,000",Android; Java; JavaScript; Node.js
United States,Developer; Engineer; Programmer; Sr. Developer; Rockstar,6 - 10 years,"$100,000 - $110,000","Cloud (AWS, GAE, Azure, etc.); Java; JavaScript; Python; ReactJS; SQL"
United States,Developer,11+ years,"$100,000 - $110,000",AngularJS; C#; JavaScript; Node.js
United States,Developer; Engineer; Programmer,2 - 5 years,"$100,000 - $110,000",CoffeeScript; JavaScript; ReactJS; Redis; Ruby; SQL
United Kingdom,Engineer; Sr. Developer,11+ years,"$100,000 - $110,000",C; C++; Cassandra; Redis; Ruby
United States,Engineer; Sr. Developer; Ninja; Full Stack Overflow Developer; Hacker,6 - 10 years,"$100,000 - $110,000",C#; JavaScript; SQL Server; Visual Basic
Australia,Developer; Programmer; Sr. Developer,11+ years,"$100,000 - $110,000",C; iOS; JavaScript; Python; Swift
United States,Developer; Programmer; Rockstar; Ninja; Full-stack Developer; Hacker,6 - 10 years,"$100,000 - $110,000",Cassandra; Clojure; Java; JavaScript; Python; SQL
Egypt,Sr. Developer; Full-stack Developer,2 - 5 years,"$100,000 - $110,000",AngularJS; C#; JavaScript; MongoDB; Node.js; Ruby; SQL
Israel,Developer; Engineer; Programmer; Sr. Developer; Full-stack Developer,6 - 10 years,"$100,000 - $110,000",Android; AngularJS; iOS; Java; JavaScript; PHP; SQL; Swift
Italy,Sr. Developer; Manager,11+ years,"$100,000 - $110,000",C#
Switzerland,Developer; Engineer; Programmer; Expert,6 - 10 years,"$100,000 - $110,000",C; C++; C#; JavaScript; Matlab; PHP; Python; SQL
United Kingdom,Sr. Developer; Full-stack Developer,6 - 10 years,"$100,000 - $110,000","C#; Cloud (AWS, GAE, Azure, etc.); SQL Server"
United States,Developer; Programmer; Sr. Developer; Expert; Full-stack Developer; Full Stack Overflow Developer,6 - 10 years,"$100,000 - $110,000",C#; Java; JavaScript; SQL; SQL Server
United States,Developer; Engineer; Programmer; Sr. Developer,11+ years,"$100,000 - $110,000",Java; JavaScript; Node.js; SQL
United States,Developer; Engineer; Programmer; Sr. Developer; Full-stack Developer; Hacker,11+ years,"$100,000 - $110,000",AngularJS; C#; JavaScript; SQL; SQL Server
United States,Developer; Programmer,2 - 5 years,"$100,000 - $110,000","C#; Cloud (AWS, GAE, Azure, etc.); JavaScript; SQL; SQL Server; Visual Basic"
United States,Developer; Engineer; Programmer; Full-stack Developer,11+ years,"$100,000 - $110,000",Android; AngularJS; C#; Hadoop; Java; JavaScript; Spark; SQL
United States,Sr. Developer; Full-stack Developer,11+ years,"$100,000 - $110,000",CoffeeScript; Java; JavaScript; SQL
United States,Developer; Engineer; Programmer; Sr. Developer,6 - 10 years,"$100,000 - $110,000",Java; MongoDB; SQL; SQL Server
United States,Developer; Programmer,11+ years,"$100,000 - $110,000",Android; C#; iOS; JavaScript; LAMP; PHP; ReactJS; Ruby; SQL; SQL Server; WordPress
United States,Engineer; Programmer,6 - 10 years,"$100,000 - $110,000",C; PHP; Python
United States,Developer; Engineer; Sr. Developer; Full-stack Developer,6 - 10 years,"$100,000 - $110,000",AngularJS; C#; JavaScript; SQL
United Kingdom,Programmer; Manager,11+ years,"$100,000 - $110,000",JavaScript; SQL; SQL Server
United States,Developer; Engineer; Programmer; Hacker,1 - 2 years,"$100,000 - $110,000",iOS; Objective-C
Canada,Engineer; Programmer; Manager; Expert,11+ years,"$100,000 - $110,000","C#; Cloud (AWS, GAE, Azure, etc.); Python; SQL"
Sweden,Developer; Engineer; Programmer; Sr. Developer; Guru; Expert; Full-stack Developer; Full Stack Overflow Developer,11+ years,"$100,000 - $110,000",SQL; SQL Server
Switzerland,Developer; Engineer; Programmer,6 - 10 years,"$100,000 - $110,000",Java; SQL
United Kingdom,Developer; Engineer; Programmer; Sr. Developer; Expert; Full-stack Developer,11+ years,"$100,000 - $110,000","AngularJS; Cloud (AWS, GAE, Azure, etc.); JavaScript; LAMP; Node.js; Perl; PHP; Python; SQL"
United States,Developer; Engineer,Less than 1 year,"$100,000 - $110,000",C++
Singapore,Developer; Engineer; Programmer,1 - 2 years,"$100,000 - $110,000",Python; R; Scala; Spark
United States,Developer; Programmer; Manager,11+ years,"$100,000 - $110,000",C; C++
United States,Developer; Engineer; Programmer,1 - 2 years,"$100,000 - $110,000",Android; C; C++; Haskell; Java; JavaScript; Node.js; Objective-C; Python; R; Redis; Ruby; Scala; SQL
Belgium,Developer; Programmer,11+ years,"$100,000 - $110,000",C#; Go; JavaScript; Python; SQL; SQL Server
Brazil,Developer; Programmer; Sr. Developer; Expert; Full-stack Developer,1 - 2 years,"$100,000 - $110,000",C; Java; JavaScript; SQL; SQL Server
Canada,Developer; Engineer; Programmer; Rockstar; Ninja; Guru; Expert; Full Stack Overflow Developer; Hacker,2 - 5 years,"$100,000 - $110,000",iOS; JavaScript; Objective-C; Ruby; Swift
Switzerland,Manager; Rockstar; Hacker,2 - 5 years,"$100,000 - $110,000",Android
United States,Developer; Engineer; Programmer; Ninja; Hacker,2 - 5 years,"$100,000 - $110,000","C++; Cloud (AWS, GAE, Azure, etc.); MongoDB; Python"
United States,Developer; Programmer; Sr. Developer; Full-stack Developer,11+ years,"$100,000 - $110,000",AngularJS; C#; JavaScript; SQL
United States,Developer; Engineer; Programmer; Sr. Developer; Rockstar; Guru; Expert; Hacker,11+ years,"$100,000 - $110,000",Arduino / Raspberry Pi; Java; LAMP; Python; Scala; SQL
United States,Developer; Engineer; Programmer; Sr. Developer; Full-stack Developer; Full Stack Overflow Developer,6 - 10 years,"$100,000 - $110,000",AngularJS; JavaScript; SQL
United States,Developer; Programmer; Manager; Full-stack Developer,6 - 10 years,"$100,000 - $110,000","Cloud (AWS, GAE, Azure, etc.); iOS; JavaScript; LAMP; Objective-C; PHP; Python; Redis; Ruby; SQL"
United States,Developer; Engineer; Programmer; Sr. Developer,11+ years,"$100,000 - $110,000",C#; SQL Server
United States,Sr. Developer,11+ years,"$100,000 - $110,000",AngularJS; C++; C#; JavaScript; Node.js; Perl
United States,Developer; Engineer; Programmer; Ninja,6 - 10 years,"$100,000 - $110,000",Java; Python; Redis; Scala; Spark; SQL
United States,Developer; Engineer; Programmer; Sr. Developer; Expert; Full-stack Developer,2 - 5 years,"$100,000 - $110,000",C#; SQL Server
United States,Developer; Sr. Developer; Full-stack Developer,6 - 10 years,"$100,000 - $110,000",AngularJS; C#; Clojure; JavaScript; Node.js; Ruby
United States,Developer; Programmer; Sr. Developer; Full-stack Developer,11+ years,"$100,000 - $110,000",C#; JavaScript; SharePoint; SQL; SQL Server; Visual Basic
United States,Engineer,11+ years,"$100,000 - $110,000",C#; JavaScript; SQL; SQL Server
United States,Developer; Sr. Developer,6 - 10 years,"$100,000 - $110,000",AngularJS; Java; JavaScript; Node.js; SQL; SQL Server
United States,Programmer; Sr. Developer; Rockstar; Guru,11+ years,"$100,000 - $110,000",Java; SQL
United States,Developer; Engineer; Programmer; Sr. Developer; Full-stack Developer,11+ years,"$100,000 - $110,000","C#; Cloud (AWS, GAE, Azure, etc.); Node.js; Redis; SQL Server"
United States,Engineer; Programmer; Sr. Developer; Hacker,6 - 10 years,"$100,000 - $110,000","C#; Cloud (AWS, GAE, Azure, etc.); SQL; SQL Server"
Switzerland,Developer; Engineer; Full-stack Developer,11+ years,"$100,000 - $110,000",Python
United States,Sr. Developer; Manager; Rockstar; Full-stack Developer; Hacker,11+ years,"$100,000 - $110,000","Android; Arduino / Raspberry Pi; AngularJS; C#; Cordova; Cloud (AWS, GAE, Azure, etc.); Java; JavaScript; PHP; Python; SQL; SQL Server; Visual Basic"
United States,Developer; Engineer; Programmer,6 - 10 years,"$100,000 - $110,000",Arduino / Raspberry Pi; C++; Matlab; Python; SQL
United States,Programmer,11+ years,"$100,000 - $110,000",C; Java
Australia,Developer; Engineer; Programmer; Sr. Developer; Full-stack Developer; Hacker,11+ years,"$100,000 - $110,000",C#; JavaScript; Objective-C; SQL Server
Switzerland,Developer; Expert; Full-stack Developer,11+ years,"$100,000 - $110,000",Android; Java; JavaScript; SQL
United Kingdom,Engineer; Programmer; Sr. Developer; Full-stack Developer; Full Stack Overflow Developer,6 - 10 years,"$100,000 - $110,000",C#; SQL
United States,Developer; Programmer; Expert,11+ years,"$100,000 - $110,000",Java; JavaScript; Perl; SQL; Visual Basic
United States,Engineer; Manager; Hacker,2 - 5 years,"$100,000 - $110,000",Hadoop; Python; R; Scala; Spark; SQL
United States,Engineer,11+ years,"$100,000 - $110,000",C#; JavaScript; LAMP; PHP; SQL; Visual Basic
United States,Developer,6 - 10 years,"$100,000 - $110,000",SQL Server
United States,Developer; Engineer; Programmer; Manager; Full-stack Developer; Hacker,6 - 10 years,"$100,000 - $110,000",Java; JavaScript; LAMP; PHP; SQL
United States,Programmer; Sr. Developer,6 - 10 years,"$100,000 - $110,000",C#; JavaScript; SQL; SQL Server
United States,Developer; Engineer; Programmer; Sr. Developer,11+ years,"$100,000 - $110,000","Arduino / Raspberry Pi; C; Cloud (AWS, GAE, Azure, etc.); Python; Redis"
United States,Engineer; Programmer; Hacker,2 - 5 years,"$100,000 - $110,000",C++; Go; Python
United States,Developer; Engineer; Sr. Developer; Full-stack Developer,6 - 10 years,"$100,000 - $110,000",Java; JavaScript; Node.js
United States,Developer; Engineer; Sr. Developer; Rockstar; Full-stack Developer,2 - 5 years,"$100,000 - $110,000",Android; AngularJS; C++; C#; Node.js; PHP; Python; Redis; SQL; Visual Basic
United States,Developer; Engineer; Programmer; Sr. Developer; Rockstar; Full-stack Developer,11+ years,"$100,000 - $110,000",Android; C#; JavaScript; Node.js; Python; ReactJS; Redis; SQL; SQL Server
Canada,Developer; Programmer; Sr. Developer; Manager; Full-stack Developer,11+ years,"$100,000 - $110,000",Arduino / Raspberry Pi; Cordova; iOS; JavaScript; LAMP; MongoDB; Objective-C; PHP; Python; ReactJS; Redis
Israel,Developer; Engineer; Programmer; Sr. Developer; Full-stack Developer,6 - 10 years,"$100,000 - $110,000","Cloud (AWS, GAE, Azure, etc.); Java; JavaScript; Python; ReactJS"
United Arab Emirates,Engineer; Sr. Developer; Ninja,11+ years,"$100,000 - $110,000",AngularJS; JavaScript; MongoDB; Python
United Kingdom,Developer; Engineer; Programmer; Rockstar; Expert; Hacker,2 - 5 years,"$100,000 - $110,000",Android; iOS; Java; JavaScript; Objective-C; ReactJS; Swift
United States,Developer; Engineer; Programmer; Full-stack Developer,6 - 10 years,"$100,000 - $110,000",C#; JavaScript; SQL Server
United States,Developer; Engineer; Programmer,1 - 2 years,"$100,000 - $110,000",JavaScript; Python; R; Visual Basic
United States,Developer; Engineer; Programmer; Sr. Developer,11+ years,"$100,000 - $110,000",C#; JavaScript; SQL; SQL Server
United States,Developer; Sr. Developer; Manager; Rockstar; Full-stack Developer,11+ years,"$100,000 - $110,000",Android; C#; iOS; SQL Server; Swift
United States,Developer; Programmer; Full Stack Overflow Developer,11+ years,"$100,000 - $110,000",Java
United States,Engineer; Programmer; Sr. Developer; Manager; Ninja,2 - 5 years,"$100,000 - $110,000",C#; Cordova; JavaScript; Windows Phone
New Zealand,Sr. Developer; Full-stack Developer,6 - 10 years,"$100,000 - $110,000",AngularJS; C; Go; Python
Switzerland,Developer; Full-stack Developer,2 - 5 years,"$100,000 - $110,000",C#; JavaScript; SQL
United States,Developer; Engineer,1 - 2 years,"$100,000 - $110,000",AngularJS; Haskell; JavaScript; Python
United States,Developer; Programmer; Full-stack Developer,2 - 5 years,"$100,000 - $110,000",Arduino / Raspberry Pi; JavaScript; Node.js; ReactJS; Redis; SQL; WordPress
Poland,Programmer; Sr. Developer; Manager,11+ years,"$100,000 - $110,000","AngularJS; C++; Cassandra; Cloud (AWS, GAE, Azure, etc.); Hadoop; iOS; Java; JavaScript; PHP; Python; SQL; WordPress"
United States,Developer,11+ years,"$100,000 - $110,000",AngularJS; C#; JavaScript; Node.js
United States,Developer; Programmer; Sr. Developer; Full-stack Developer,2 - 5 years,"$100,000 - $110,000",Java; JavaScript; SQL
New Zealand,Developer,11+ years,"$100,000 - $110,000",JavaScript; Python; ReactJS; Redis; SQL
Germany,Developer; Programmer; Manager; Expert,6 - 10 years,"$100,000 - $110,000",SharePoint; SQL; SQL Server; Visual Basic
India,Developer; Programmer; Sr. Developer,2 - 5 years,"$100,000 - $110,000",Android; iOS; JavaScript
United States,Developer; Engineer; Programmer; Sr. Developer; Guru; Hacker,11+ years,"$100,000 - $110,000",Java; JavaScript
United States,Engineer; Sr. Developer; Rockstar,2 - 5 years,"$100,000 - $110,000",C#; Node.js
United States,Developer; Engineer; Programmer,6 - 10 years,"$100,000 - $110,000",Objective-C; Swift
United States,Developer; Sr. Developer,11+ years,"$100,000 - $110,000",AngularJS; C#; JavaScript; Python; SQL
United States,Developer; Programmer; Sr. Developer,6 - 10 years,"$100,000 - $110,000",Clojure; iOS; Java; Objective-C; Swift
United States,Sr. Developer,11+ years,"$100,000 - $110,000",Java; SQL Server
United States,Developer; Engineer; Programmer,2 - 5 years,"$100,000 - $110,000",Java; Python
Switzerland,Developer; Engineer; Programmer; Sr. Developer,6 - 10 years,"$100,000 - $110,000",Java; SQL
United States,Developer; Programmer; Manager; Full-stack Developer,11+ years,"$100,000 - $110,000","Android; Cordova; Cloud (AWS, GAE, Azure, etc.); Java; JavaScript; LAMP; PHP; SQL"
United States,Developer; Engineer; Programmer,1 - 2 years,"$100,000 - $110,000",AngularJS; Java; JavaScript
United States,Developer; Engineer; Programmer; Ninja; Full-stack Developer; Hacker,6 - 10 years,"$100,000 - $110,000","C#; CoffeeScript; Cloud (AWS, GAE, Azure, etc.); Go; JavaScript; Node.js; Python; ReactJS; Redis; SQL"
United States,Developer; Engineer; Full-stack Developer; Full Stack Overflow Developer,2 - 5 years,"$100,000 - $110,000","Arduino / Raspberry Pi; AngularJS; CoffeeScript; Cloud (AWS, GAE, Azure, etc.); Go; JavaScript; Node.js; Python; ReactJS; Ruby; SQL"
United Kingdom,Sr. Developer,2 - 5 years,"$100,000 - $110,000",AngularJS; Cassandra; Cordova; Hadoop; Java; JavaScript; MongoDB; Spark
Sweden,Engineer; Programmer; Sr. Developer; Manager,11+ years,"$100,000 - $110,000",Arduino / Raspberry Pi; C; C++; C#; JavaScript; LAMP; PHP; Python; SQL
United Kingdom,Sr. Developer; Manager,11+ years,"$100,000 - $110,000",LAMP; PHP
United States,Developer; Engineer; Programmer; Sr. Developer; Manager; Rockstar; Ninja; Guru; Expert; Full-stack Developer; Full Stack Overflow Developer; Hacker,11+ years,"$100,000 - $110,000","Android; AngularJS; C; C++; C#; Cordova; Cloud (AWS, GAE, Azure, etc.); Java; JavaScript; LAMP; MongoDB; Node.js; PHP; Python; Ruby; SQL; SQL Server; WordPress"
United States,Developer; Sr. Developer; Full-stack Developer,11+ years,"$100,000 - $110,000",C#; JavaScript; ReactJS; SharePoint; SQL; SQL Server
United States,Developer; Engineer; Full-stack Developer; Hacker,6 - 10 years,"$100,000 - $110,000","C#; Cloud (AWS, GAE, Azure, etc.); Java; LAMP; Python; SQL Server; WordPress"
Germany,Developer; Engineer; Programmer,11+ years,"$100,000 - $110,000",C#
United States,Developer; Programmer,6 - 10 years,"$100,000 - $110,000",Python; Redis; Ruby; Scala
United States,Developer; Engineer; Programmer; Sr. Developer; Ninja; Expert; Full-stack Developer; Hacker,6 - 10 years,"$100,000 - $110,000","AngularJS; CoffeeScript; Cloud (AWS, GAE, Azure, etc.); iOS; JavaScript; LAMP; MongoDB; Node.js; Objective-C; PHP; R; ReactJS; SQL"
United States,Developer; Programmer; Guru,11+ years,"$100,000 - $110,000",Python
United States,Sr. Developer,11+ years,"$100,000 - $110,000",C#; JavaScript; SQL; SQL Server
United States,Developer; Engineer,11+ years,"$100,000 - $110,000",AngularJS; C#; JavaScript; Node.js
United States,Developer; Programmer; Sr. Developer; Expert; Hacker,11+ years,"$100,000 - $110,000","C++; Cloud (AWS, GAE, Azure, etc.); JavaScript; Python"
United States,Developer; Engineer; Programmer; Expert; Full-stack Developer,1 - 2 years,"$100,000 - $110,000",Cassandra; Hadoop; iOS; Java; JavaScript; Objective-C; PHP; SQL
United States,Programmer,6 - 10 years,"$100,000 - $110,000",C#; Go; JavaScript; Node.js; ReactJS; SQL; SQL Server
Canada,Developer; Engineer; Programmer; Sr. Developer,11+ years,"$100,000 - $110,000",C; C++; JavaScript; Node.js; Perl; Python; SQL
United Kingdom,Engineer; Sr. Developer; Rockstar; Ninja; Guru; Expert; Full-stack Developer; Hacker,11+ years,"$100,000 - $110,000",Android; Arduino / Raspberry Pi; C#; Cordova; Java; JavaScript; Matlab; Node.js; Python; R; Ruby; SQL; SQL Server; Visual Basic
United States,Developer; Engineer; Programmer; Sr. Developer,11+ years,"$100,000 - $110,000",Objective-C; Swift
United States,Developer,6 - 10 years,"$100,000 - $110,000",LAMP; PHP; R; SQL
Australia,Engineer,11+ years,"$100,000 - $110,000","Android; C#; Cloud (AWS, GAE, Azure, etc.); iOS; JavaScript; LAMP; Objective-C; Ruby; SQL"
Ireland {Republic},Developer; Engineer; Programmer; Sr. Developer; Manager; Full-stack Developer,11+ years,"$100,000 - $110,000","C#; Cloud (AWS, GAE, Azure, etc.); JavaScript; SQL; SQL Server"
Japan,Programmer,11+ years,"$100,000 - $110,000",Cassandra; Haskell
United Kingdom,Programmer,2 - 5 years,"$100,000 - $110,000",C#; SQL
United States,Engineer; Sr. Developer,11+ years,"$100,000 - $110,000",C++; C#
United States,Developer; Engineer; Programmer; Sr. Developer,11+ years,"$100,000 - $110,000",C++; C#; iOS; Objective-C; Swift; Windows Phone
United States,Rockstar; Ninja; Guru; Expert,11+ years,"$100,000 - $110,000",Java; Scala
United States,Engineer; Sr. Developer; Manager,11+ years,"$100,000 - $110,000","Arduino / Raspberry Pi; C; Cloud (AWS, GAE, Azure, etc.); Java; JavaScript; LAMP; Perl; SQL"
Germany,Developer; Programmer; Sr. Developer; Manager; Expert,11+ years,"$100,000 - $110,000",AngularJS; Java; JavaScript; PHP; SQL
United States,Developer; Engineer; Programmer; Manager; Full-stack Developer,11+ years,"$100,000 - $110,000",JavaScript; Node.js; Python; WordPress
United States,Developer; Engineer; Programmer; Sr. Developer; Manager; Hacker,11+ years,"$100,000 - $110,000","C; C++; Cloud (AWS, GAE, Azure, etc.); Go; JavaScript; MongoDB; Node.js; ReactJS; Redis; Ruby"
United States,Developer; Engineer; Programmer,1 - 2 years,"$100,000 - $110,000",Java; JavaScript; Python; SQL
