Year,Id_Salary,Salary,Desc_Salary,
2014,Student / Unemployed,11,Student / Unemployed
2015,,14,Null
2015,"$100,000 - $120,000",6,$100.001-$120.000
2015,"$120,000 - $140,000",7,$120.001-$140.000
2015,"$140,000 - $160,000",8,$140.001-$160.000
2015,"$20,000 - $40,000",2,$20.001-$40.000
2015,"$40,000 - $60,000",3,$40.001-$60.000
2015,"$60,000 - $80,000",4,$60.001-$80.000
2015,"$80,000 - $100,000",5,$80.001-$100.000
2015,"Less than $20,000",1,$0-$20.000
2015,"More than $160,000",9,$160.001-$180.000
2015,Compensation,13,Otro,
2015,Rather not say,12,Rather not say
2015,Unemployed,11,Student / Unemployed
2016,,14,Null
2016,"$10,000 - $20,000",1,$0-$20.000
2016,"$100,000 - $110,000",6,$100.001-$120.000
2016,"$110,000 - $120,000",6,$100.001-$120.000
2016,"$120,000 - $130,000",7,$120.001-$140.000
2016,"$130,000 - $140,000",7,$120.001-$140.000
2016,"$140,000 - $150,000",8,$140.001-$160.000
2016,"$150,000 - $160,000",8,$140.001-$160.000
2016,"$160,000 - $170,000",9,$160.001-$180.000
2016,"$170,000 - $180,000",9,$160.001-$180.000
2016,"$180,000 - $190,000",10,$180.001-$200.000
2016,"$190,000 - $200,000",10,$180.001-$200.000
2016,"$20,000 - $30,000",2,$20.001-$40.000
2016,"$30,000 - $40,000",2,$20.001-$40.000
2016,"$40,000 - $50,000",3,$40.001-$60.000
2016,"$50,000 - $60,000",3,$40.001-$60.000
2016,"$60,000 - $70,000",4,$60.001-$80.000
2016,"$70,000 - $80,000",4,$60.001-$80.000
2016,"$80,000 - $90,000",5,$80.001-$100.000
2016,"$90,000 - $100,000",5,$80.001-$100.000
2016,"Less than $10,000",1,$0-$20.000
2016,"More than $200,000",10,$180.001-$200.000
2016,Other (please specify),13,Otro,
2016,Rather not say,12,Rather not say
2016,Unemployed,11,Student / Unemployed
2017,0.014682131845544,1,$0-$20.000
2017,0.0293642636910879,1,$0-$20.000
2017,0.0440463955366319,1,$0-$20.000
2017,0.0587285273821759,1,$0-$20.000
2017,0.102774922918808,1,$0-$20.000
2017,0.117457054764352,1,$0-$20.000
2017,0.14682131845544,1,$0-$20.000
2017,0.176185582146528,1,$0-$20.000
2017,0.190867713992072,1,$0-$20.000
2017,0.660695933049479,1,$0-$20.000
2017,0.757575757575758,1,$0-$20.000
2017,1.49577443721487,1,$0-$20.000
2017,1.51515151515152,1,$0-$20.000
2017,1.71577420411474,1,$0-$20.000
2017,1.74418604651163,1,$0-$20.000
2017,2.17983651226158,1,$0-$20.000
2017,3.08699141816386,1,$0-$20.000
2017,5,1,$0-$20.000
2017,6.35424940428912,1,$0-$20.000
2017,6.77495005645792,1,$0-$20.000
2017,7,1,$0-$20.000
2017,8.31505752980429,1,$0-$20.000
2017,12.962962962963,1,$0-$20.000
2017,14.2538975501114,1,$0-$20.000
2017,15,1,$0-$20.000
2017,16.1290322580645,1,$0-$20.000
2017,18.0451127819549,1,$0-$20.000
2017,24.332797803809,1,$0-$20.000
2017,24.8407643312102,1,$0-$20.000
2017,29.5603753480219,1,$0-$20.000
2017,31.25,1,$0-$20.000
2017,37.037037037037,1,$0-$20.000
2017,39.0862503257188,1,$0-$20.000
2017,39.7849462365591,1,$0-$20.000
2017,40,1,$0-$20.000
2017,42,1,$0-$20.000
2017,44.0860215053763,1,$0-$20.000
2017,45.1612903225806,1,$0-$20.000
2017,47.3118279569892,1,$0-$20.000
2017,48.3870967741935,1,$0-$20.000
2017,48.6425339366516,1,$0-$20.000
2017,51.25,1,$0-$20.000
2017,53.763440860215,1,$0-$20.000
2017,54.5454545454545,1,$0-$20.000
2017,57,1,$0-$20.000
2017,64.5161290322581,1,$0-$20.000
2017,70,1,$0-$20.000
2017,72.2222222222222,1,$0-$20.000
2017,73,1,$0-$20.000
2017,73.4106592277199,1,$0-$20.000
2017,78.5714285714286,1,$0-$20.000
2017,79.185520361991,1,$0-$20.000
2017,79.5454545454545,1,$0-$20.000
2017,80,1,$0-$20.000
2017,80.6686046511628,1,$0-$20.000
2017,85,1,$0-$20.000
2017,92,1,$0-$20.000
2017,96,1,$0-$20.000
2017,97,1,$0-$20.000
2017,100,1,$0-$20.000
2017,102,1,$0-$20.000
2017,106.060606060606,1,$0-$20.000
2017,123.479656726554,1,$0-$20.000
2017,124.798120687124,1,$0-$20.000
2017,127.000440463955,1,$0-$20.000
2017,130,1,$0-$20.000
2017,135,1,$0-$20.000
2017,137.490117897776,1,$0-$20.000
2017,138,1,$0-$20.000
2017,138.914613817374,1,$0-$20.000
2017,140,1,$0-$20.000
2017,146.82131845544,1,$0-$20.000
2017,147,1,$0-$20.000
2017,150,1,$0-$20.000
2017,150.375939849624,1,$0-$20.000
2017,161.503450300984,1,$0-$20.000
2017,164.762883570694,1,$0-$20.000
2017,165,1,$0-$20.000
2017,174,1,$0-$20.000
2017,176.185582146528,1,$0-$20.000
2017,178.784266984505,1,$0-$20.000
2017,198.208779914844,1,$0-$20.000
2017,198.649185538339,1,$0-$20.000
2017,200,1,$0-$20.000
2017,205.549845837616,1,$0-$20.000
2017,212.009983849655,1,$0-$20.000
2017,220.23197768316,1,$0-$20.000
2017,222.929936305732,1,$0-$20.000
2017,224.36616558223,1,$0-$20.000
2017,238.549618320611,1,$0-$20.000
2017,250,1,$0-$20.000
2017,250.563768479078,1,$0-$20.000
2017,254.502740798747,1,$0-$20.000
2017,259.836674090572,1,$0-$20.000
2017,260.956937799043,1,$0-$20.000
2017,264.278373219791,1,$0-$20.000
2017,280.254777070064,1,$0-$20.000
2017,286.259541984733,1,$0-$20.000
2017,286.301570988107,1,$0-$20.000
2017,293.642636910879,1,$0-$20.000
2017,297.973778307509,1,$0-$20.000
2017,299.154887442974,1,$0-$20.000
2017,308.324768756423,1,$0-$20.000
2017,312.69000260575,1,$0-$20.000
2017,315.665834679195,1,$0-$20.000
2017,334.168755221387,1,$0-$20.000
2017,336.549248373345,1,$0-$20.000
2017,337.689032447511,1,$0-$20.000
2017,344.02812055942,1,$0-$20.000
2017,350.31847133758,1,$0-$20.000
2017,352.371164293055,1,$0-$20.000
2017,357.568533969011,1,$0-$20.000
2017,360,1,$0-$20.000
2017,362.595419847328,1,$0-$20.000
2017,367.053296138599,1,$0-$20.000
2017,370.37037037037,1,$0-$20.000
2017,382.165605095541,1,$0-$20.000
2017,385.873927270482,1,$0-$20.000
2017,400,1,$0-$20.000
2017,405.405405405405,1,$0-$20.000
2017,414.012738853503,1,$0-$20.000
2017,416.920003474333,1,$0-$20.000
2017,417.710944026734,1,$0-$20.000
2017,425.781823520775,1,$0-$20.000
2017,440.463955366319,1,$0-$20.000
2017,451.612903225806,1,$0-$20.000
2017,454.320987654321,1,$0-$20.000
2017,454.545454545455,1,$0-$20.000
2017,476.758045292014,1,$0-$20.000
2017,477.099236641221,1,$0-$20.000
2017,477.707006369427,1,$0-$20.000
2017,478.468899521531,1,$0-$20.000
2017,483.870967741935,1,$0-$20.000
2017,484.510350902951,1,$0-$20.000
2017,485.045022571917,1,$0-$20.000
2017,490.383203641169,1,$0-$20.000
2017,500,1,$0-$20.000
2017,501.25313283208,1,$0-$20.000
2017,505.786017632747,1,$0-$20.000
2017,513.513513513514,1,$0-$20.000
2017,513.874614594039,1,$0-$20.000
2017,515.58794211666,1,$0-$20.000
2017,518.614558251528,1,$0-$20.000
2017,521.505376344086,1,$0-$20.000
2017,521.624298448333,1,$0-$20.000
2017,523.568702290076,1,$0-$20.000
2017,537.634408602151,1,$0-$20.000
2017,550.964187327824,1,$0-$20.000
2017,557.921010130671,1,$0-$20.000
2017,560,1,$0-$20.000
2017,572.519083969466,1,$0-$20.000
2017,574,1,$0-$20.000
2017,574.162679425837,1,$0-$20.000
2017,587.226545294377,1,$0-$20.000
2017,587.285273821759,1,$0-$20.000
2017,593.912397921307,1,$0-$20.000
2017,594.594594594595,1,$0-$20.000
2017,594.626339744531,1,$0-$20.000
2017,595.947556615018,1,$0-$20.000
2017,598.086124401914,1,$0-$20.000
2017,600,1,$0-$20.000
2017,616.649537512847,1,$0-$20.000
2017,631.331669358391,1,$0-$20.000
2017,645.161290322581,1,$0-$20.000
2017,648.395061728395,1,$0-$20.000
2017,650,1,$0-$20.000
2017,657.324840764331,1,$0-$20.000
2017,666.666666666667,1,$0-$20.000
2017,666.886761307362,1,$0-$20.000
2017,667.93893129771,1,$0-$20.000
2017,668.337510442774,1,$0-$20.000
2017,673.098496746691,1,$0-$20.000
2017,679.012345679012,1,$0-$20.000
2017,691.358024691358,1,$0-$20.000
2017,693.298118190822,1,$0-$20.000
2017,698.924731182796,1,$0-$20.000
2017,700,1,$0-$20.000
2017,702.576112412178,1,$0-$20.000
2017,704.742328586111,1,$0-$20.000
2017,708.59872611465,1,$0-$20.000
2017,710.492857677062,1,$0-$20.000
2017,731.182795698925,1,$0-$20.000
2017,734.106592277199,1,$0-$20.000
2017,740.740740740741,1,$0-$20.000
2017,740.877940359326,1,$0-$20.000
2017,751.87969924812,1,$0-$20.000
2017,752.688172043011,1,$0-$20.000
2017,774.193548387097,1,$0-$20.000
2017,784.7533632287,1,$0-$20.000
2017,793,1,$0-$20.000
2017,794.28117553614,1,$0-$20.000
2017,796.252927400468,1,$0-$20.000
2017,806.451612903226,1,$0-$20.000
2017,807.517251504918,1,$0-$20.000
2017,814.814814814815,1,$0-$20.000
2017,817.438692098093,1,$0-$20.000
2017,826.446280991736,1,$0-$20.000
2017,835.421888053467,1,$0-$20.000
2017,839.506172839506,1,$0-$20.000
2017,843.091334894614,1,$0-$20.000
2017,850,1,$0-$20.000
2017,853.749072011878,1,$0-$20.000
2017,860.215053763441,1,$0-$20.000
2017,861.244019138756,1,$0-$20.000
2017,864.197530864198,1,$0-$20.000
2017,880.927910732638,1,$0-$20.000
2017,888.888888888889,1,$0-$20.000
2017,890.86859688196,1,$0-$20.000
2017,897.464662328921,1,$0-$20.000
2017,900,1,$0-$20.000
2017,910.292174423726,1,$0-$20.000
2017,913.978494623656,1,$0-$20.000
2017,918.918918918919,1,$0-$20.000
2017,918.964076858814,1,$0-$20.000
2017,925.925925925926,1,$0-$20.000
2017,950,1,$0-$20.000
2017,954.338569960358,1,$0-$20.000
2017,955.414012738853,1,$0-$20.000
2017,956.937799043062,1,$0-$20.000
2017,964.187327823691,1,$0-$20.000
2017,965.107646622123,1,$0-$20.000
2017,967.741935483871,1,$0-$20.000
2017,987.654320987654,1,$0-$20.000
2017,990.425883129746,1,$0-$20.000
2017,1e3,1,$0-$20.000
2017,1002.50626566416,1,$0-$20.000
2017,1008.96860986547,1,$0-$20.000
2017,1021.50537634409,1,$0-$20.000
2017,1027.74922918808,1,$0-$20.000
2017,1031.17588423332,1,$0-$20.000
2017,1037.03703703704,1,$0-$20.000
2017,1039.34669636229,1,$0-$20.000
2017,1042.30000868583,1,$0-$20.000
2017,1050.95541401274,1,$0-$20.000
2017,1053.76344086022,1,$0-$20.000
2017,1057.16523101018,1,$0-$20.000
2017,1075.2688172043,1,$0-$20.000
2017,1080.44699635735,1,$0-$20.000
2017,1096.31949882537,1,$0-$20.000
2017,1100,1,$0-$20.000
2017,1101.1598884158,1,$0-$20.000
2017,1101.92837465565,1,$0-$20.000
2017,1109.86547085202,1,$0-$20.000
2017,1111.31691053899,1,$0-$20.000
2017,1114.64968152866,1,$0-$20.000
2017,1121.83082791115,1,$0-$20.000
2017,1134.29347265665,1,$0-$20.000
2017,1136.36363636364,1,$0-$20.000
2017,1143.76489277204,1,$0-$20.000
2017,1150.5376344086,1,$0-$20.000
2017,1155,1,$0-$20.000
2017,1169.59064327485,1,$0-$20.000
2017,1170.79889807163,1,$0-$20.000
2017,1170.96018735363,1,$0-$20.000
2017,1174.57054764352,1,$0-$20.000
2017,1182.79569892473,1,$0-$20.000
2017,1192.74809160305,1,$0-$20.000
2017,1200,1,$0-$20.000
2017,1211.27587725738,1,$0-$20.000
2017,1218,1,$0-$20.000
2017,1220.86280118249,1,$0-$20.000
2017,1221.37404580153,1,$0-$20.000
2017,1233.29907502569,1,$0-$20.000
2017,1234.56790123457,1,$0-$20.000
2017,1234.79656726554,1,$0-$20.000
2017,1238.76543209877,1,$0-$20.000
2017,1244.01913875598,1,$0-$20.000
2017,1253.1328320802,1,$0-$20.000
2017,1273.11827956989,1,$0-$20.000
2017,1273.88535031847,1,$0-$20.000
2017,1283.33578035531,1,$0-$20.000
2017,1288.96985529165,1,$0-$20.000
2017,1290.32258064516,1,$0-$20.000
2017,1292.09083790133,1,$0-$20.000
2017,1300,1,$0-$20.000
2017,1306.15612002887,1,$0-$20.000
2017,1320.56784417299,1,$0-$20.000
2017,1327.72466539197,1,$0-$20.000
2017,1336.30289532294,1,$0-$20.000
2017,1336.67502088555,1,$0-$20.000
2017,1343.72680029696,1,$0-$20.000
2017,1344.08602150538,1,$0-$20.000
2017,1345.29147982063,1,$0-$20.000
2017,1347.70889487871,1,$0-$20.000
2017,1349.86225895317,1,$0-$20.000
2017,1351.35135135135,1,$0-$20.000
2017,1358.02469135802,1,$0-$20.000
2017,1369.42675159236,1,$0-$20.000
2017,1374.90117897776,1,$0-$20.000
2017,1376.34408602151,1,$0-$20.000
2017,1377.41046831956,1,$0-$20.000
2017,1397.05882352941,1,$0-$20.000
2017,1397.84946236559,1,$0-$20.000
2017,1400,1,$0-$20.000
2017,1401.27388535032,1,$0-$20.000
2017,1405.15222482436,1,$0-$20.000
2017,1409.48465717222,1,$0-$20.000
2017,1420.21720969089,1,$0-$20.000
2017,1431.29770992366,1,$0-$20.000
2017,1432.25806451613,1,$0-$20.000
2017,1435.40669856459,1,$0-$20.000
2017,1435.94345972627,1,$0-$20.000
2017,1448.7079091621,1,$0-$20.000
2017,1451.61290322581,1,$0-$20.000
2017,1461.78343949045,1,$0-$20.000
2017,1468.2131845544,1,$0-$20.000
2017,1478.49462365591,1,$0-$20.000
2017,1481.48148148148,1,$0-$20.000
2017,1481.75588071865,1,$0-$20.000
2017,1495.95687331536,1,$0-$20.000
2017,1497.57744824549,1,$0-$20.000
2017,1500,1,$0-$20.000
2017,1503.75939849624,1,$0-$20.000
2017,1505.37634408602,1,$0-$20.000
2017,1515.15151515152,1,$0-$20.000
2017,1521.90051967335,1,$0-$20.000
2017,1526.71755725191,1,$0-$20.000
2017,1528.66242038217,1,$0-$20.000
2017,1529.63671128107,1,$0-$20.000
2017,1530.86419753086,1,$0-$20.000
2017,1537.03703703704,1,$0-$20.000
2017,1546.76382634998,1,$0-$20.000
2017,1550,1,$0-$20.000
2017,1555.55555555556,1,$0-$20.000
2017,1566.17071260767,1,$0-$20.000
2017,1588.56235107228,1,$0-$20.000
2017,1592.35668789809,1,$0-$20.000
2017,1600,1,$0-$20.000
2017,1604.01002506266,1,$0-$20.000
2017,1604.93827160494,1,$0-$20.000
2017,1612.90322580645,1,$0-$20.000
2017,1615.03450300984,1,$0-$20.000
2017,1617.25067385445,1,$0-$20.000
2017,1621.62162162162,1,$0-$20.000
2017,1626.79425837321,1,$0-$20.000
2017,1636.77130044843,1,$0-$20.000
2017,1639.34426229508,1,$0-$20.000
2017,1643.00690887842,1,$0-$20.000
2017,1652.89256198347,1,$0-$20.000
2017,1666.66666666667,1,$0-$20.000
2017,1670.84377610693,1,$0-$20.000
2017,1672.04301075269,1,$0-$20.000
2017,1679.01234567901,1,$0-$20.000
2017,1697.84527999012,1,$0-$20.000
2017,1700,1,$0-$20.000
2017,1707.49814402376,1,$0-$20.000
2017,1717.5572519084,1,$0-$20.000
2017,1718.6264737222,1,$0-$20.000
2017,1720.43010752688,1,$0-$20.000
2017,1725,1,$0-$20.000
2017,1728.3950617284,1,$0-$20.000
2017,1729.72972972973,1,$0-$20.000
2017,1733.02107728337,1,$0-$20.000
2017,1737.16668114306,1,$0-$20.000
2017,1751.5923566879,1,$0-$20.000
2017,1756.44028103045,1,$0-$20.000
2017,1761.85582146528,1,$0-$20.000
2017,1763.17743132888,1,$0-$20.000
2017,1777.77777777778,1,$0-$20.000
2017,1783.78378378378,1,$0-$20.000
2017,1800,1,$0-$20.000
2017,1803.43511450382,1,$0-$20.000
2017,1827.16049382716,1,$0-$20.000
2017,1827.95698924731,1,$0-$20.000
2017,1850,1,$0-$20.000
2017,1851.85185185185,1,$0-$20.000
2017,1853.14685314685,1,$0-$20.000
2017,1869.71804651858,1,$0-$20.000
2017,1871.34502923977,1,$0-$20.000
2017,1873.53629976581,1,$0-$20.000
2017,1889.53488372093,1,$0-$20.000
2017,1891.89189189189,1,$0-$20.000
2017,1904.7619047619,1,$0-$20.000
2017,1908.67713992072,1,$0-$20.000
2017,1910.82802547771,1,$0-$20.000
2017,1913.87559808612,1,$0-$20.000
2017,1928.37465564738,1,$0-$20.000
2017,1935.48387096774,1,$0-$20.000
2017,1939.91031390135,1,$0-$20.000
2017,1952.72353545735,1,$0-$20.000
2017,1963.2318501171,1,$0-$20.000
2017,1975.30864197531,1,$0-$20.000
2017,1989.24731182796,1,$0-$20.000
2017,2e3,1,$0-$20.000
2017,2004.45434298441,1,$0-$20.000
2017,2005.01253132832,1,$0-$20.000
2017,2006.17283950617,1,$0-$20.000
2017,2009.56937799043,1,$0-$20.000
2017,2027.73315031742,1,$0-$20.000
2017,2037.03703703704,1,$0-$20.000
2017,2040.74074074074,1,$0-$20.000
2017,2047,1,$0-$20.000
2017,2051.28205128205,1,$0-$20.000
2017,2055.49845837616,1,$0-$20.000
2017,2070.06369426752,1,$0-$20.000
2017,2084.60001737167,1,$0-$20.000
2017,2098.76543209877,1,$0-$20.000
2017,2101.91082802548,1,$0-$20.000
2017,2105.26315789474,1,$0-$20.000
2017,2107.52688172043,1,$0-$20.000
2017,2114.22698575833,1,$0-$20.000
2017,2118.27956989247,1,$0-$20.000
2017,2128.90911760388,1,$0-$20.000
2017,2148.14814814815,1,$0-$20.000
2017,2150.5376344086,1,$0-$20.000
2017,2153.11004784689,1,$0-$20.000
2017,2172.09690893901,1,$0-$20.000
2017,2172.95551314051,1,$0-$20.000
2017,2180.23255813953,1,$0-$20.000
2017,2200,1,$0-$20.000
2017,2202.3197768316,1,$0-$20.000
2017,2204.30107526882,1,$0-$20.000
2017,2227.1714922049,1,$0-$20.000
2017,2239.47446999104,1,$0-$20.000
2017,2255.63909774436,1,$0-$20.000
2017,2256,1,$0-$20.000
2017,2258.06451612903,1,$0-$20.000
2017,2287.65432098765,1,$0-$20.000
2017,2290.07633587786,1,$0-$20.000
2017,2290.41256790486,1,$0-$20.000
2017,2292.99363057325,1,$0-$20.000
2017,2300,1,$0-$20.000
2017,2301.41054194506,1,$0-$20.000
2017,2324.84076433121,1,$0-$20.000
2017,2325.58139534884,1,$0-$20.000
2017,2328,1,$0-$20.000
2017,2339.18128654971,1,$0-$20.000
2017,2341.92037470726,1,$0-$20.000
2017,2345.67901234568,1,$0-$20.000
2017,2349.14109528704,1,$0-$20.000
2017,2365.59139784946,1,$0-$20.000
2017,2388.53503184713,1,$0-$20.000
2017,2389.30659983292,1,$0-$20.000
2017,2392.34449760766,1,$0-$20.000
2017,2400,1,$0-$20.000
2017,2406.01503759398,1,$0-$20.000
2017,2407.40740740741,1,$0-$20.000
2017,2419.35483870968,1,$0-$20.000
2017,2432.43243243243,1,$0-$20.000
2017,2466.59815005139,1,$0-$20.000
2017,2469.13580246914,1,$0-$20.000
2017,2473.11827956989,1,$0-$20.000
2017,2480.91603053435,1,$0-$20.000
2017,2500,1,$0-$20.000
2017,2502.15053763441,1,$0-$20.000
2017,2526.88172043011,1,$0-$20.000
2017,2547.77070063694,1,$0-$20.000
2017,2576.09502598367,1,$0-$20.000
2017,2577.9397105833,1,$0-$20.000
2017,2580.64516129032,1,$0-$20.000
2017,2592.59259259259,1,$0-$20.000
2017,2600,1,$0-$20.000
2017,2601.80995475113,1,$0-$20.000
2017,2612.31224005775,1,$0-$20.000
2017,2634.40860215054,1,$0-$20.000
2017,2642.78373219792,1,$0-$20.000
2017,2657.46586404346,1,$0-$20.000
2017,2660.40229041257,1,$0-$20.000
2017,2668.78474980143,1,$0-$20.000
2017,2673.35004177109,1,$0-$20.000
2017,2688.17204301075,1,$0-$20.000
2017,2692.39398698676,1,$0-$20.000
2017,2695.41778975741,1,$0-$20.000
2017,2695.63940684187,1,$0-$20.000
2017,2701.51225958009,1,$0-$20.000
2017,2707.00636942675,1,$0-$20.000
2017,2716.04938271605,1,$0-$20.000
2017,2716.19439142563,1,$0-$20.000
2017,2740.79874706343,1,$0-$20.000
2017,2741.93548387097,1,$0-$20.000
2017,2749.80235795552,1,$0-$20.000
2017,2760.21505376344,1,$0-$20.000
2017,2760.24078696227,1,$0-$20.000
2017,2795.69892473118,1,$0-$20.000
2017,2818.96931434444,1,$0-$20.000
2017,2821.08389012621,1,$0-$20.000
2017,2823.72598162072,1,$0-$20.000
2017,2828.05429864253,1,$0-$20.000
2017,2839.50617283951,1,$0-$20.000
2017,2848.33357803553,1,$0-$20.000
2017,2860.54827175209,1,$0-$20.000
2017,2862.59541984733,1,$0-$20.000
2017,2870.81339712919,1,$0-$20.000
2017,2882.20551378446,1,$0-$20.000
2017,2903.22580645161,1,$0-$20.000
2017,2918.91891891892,1,$0-$20.000
2017,2924.68066363236,1,$0-$20.000
2017,2932.25806451613,1,$0-$20.000
2017,2936.42636910879,1,$0-$20.000
2017,2936.48509763618,1,$0-$20.000
2017,2941.17647058824,1,$0-$20.000
2017,2956.98924731183,1,$0-$20.000
2017,2962.96296296296,1,$0-$20.000
2017,2964.95251715748,1,$0-$20.000
2017,2969.56198960653,1,$0-$20.000
2017,2972.97297297297,1,$0-$20.000
2017,2995.15489649097,1,$0-$20.000
2017,3e3,1,$0-$20.000
2017,3007.51879699248,1,$0-$20.000
2017,3010.75268817204,1,$0-$20.000
2017,3030.30303030303,1,$0-$20.000
2017,3035,1,$0-$20.000
2017,3050.03971405878,1,$0-$20.000
2017,3098.92729439809,1,$0-$20.000
2017,3105,1,$0-$20.000
2017,3139.36148875498,1,$0-$20.000
2017,3156.65834679195,1,$0-$20.000
2017,3167.42081447964,1,$0-$20.000
2017,3171.3404786375,1,$0-$20.000
2017,3184.71337579618,1,$0-$20.000
2017,3197.67441860465,1,$0-$20.000
2017,3209.87654320988,1,$0-$20.000
2017,3225.8064516129,1,$0-$20.000
2017,3230.06900601967,1,$0-$20.000
2017,3234.5013477089,1,$0-$20.000
2017,3279.56989247312,1,$0-$20.000
2017,3280.54298642534,1,$0-$20.000
2017,3303.47966524739,1,$0-$20.000
2017,3333.33333333333,1,$0-$20.000
2017,3335.36002779467,1,$0-$20.000
2017,3337.10407239819,1,$0-$20.000
2017,3349.28229665072,1,$0-$20.000
2017,3387.09677419355,1,$0-$20.000
2017,3407.06503796633,1,$0-$20.000
2017,3439.49044585987,1,$0-$20.000
2017,3440.86021505376,1,$0-$20.000
2017,3444.97607655502,1,$0-$20.000
2017,3456.79012345679,1,$0-$20.000
2017,3461.53846153846,1,$0-$20.000
2017,3489.23533778768,1,$0-$20.000
2017,3500,1,$0-$20.000
2017,3503.1847133758,1,$0-$20.000
2017,3512.88056206089,1,$0-$20.000
2017,3523.71164293055,1,$0-$20.000
2017,3542.23433242507,1,$0-$20.000
2017,3548.38709677419,1,$0-$20.000
2017,3561.25356125356,1,$0-$20.000
2017,3563.47438752784,1,$0-$20.000
2017,3575.68533969011,1,$0-$20.000
2017,3600,1,$0-$20.000
2017,3639.3641969947,1,$0-$20.000
2017,3670.53296138599,1,$0-$20.000
2017,3696.72131147541,1,$0-$20.000
2017,3699.89722507708,1,$0-$20.000
2017,3703.7037037037,1,$0-$20.000
2017,3711.95248700817,1,$0-$20.000
2017,3732.05741626794,1,$0-$20.000
2017,3733.03167420814,1,$0-$20.000
2017,3743.94362061371,1,$0-$20.000
2017,3758.80971025842,1,$0-$20.000
2017,3763.44086021505,1,$0-$20.000
2017,3773.58490566038,1,$0-$20.000
2017,3779,1,$0-$20.000
2017,3816.79389312977,1,$0-$20.000
2017,3817.35427984143,1,$0-$20.000
2017,3821.65605095541,1,$0-$20.000
2017,3827.75119617225,1,$0-$20.000
2017,3842.94068504595,1,$0-$20.000
2017,3846.15384615385,1,$0-$20.000
2017,3870.96774193548,1,$0-$20.000
2017,3876.08280722361,1,$0-$20.000
2017,3902.7149321267,1,$0-$20.000
2017,3950.61728395062,1,$0-$20.000
2017,3959.27601809955,1,$0-$20.000
2017,3964.17559829687,1,$0-$20.000
2017,3978.49462365591,1,$0-$20.000
2017,4e3,1,$0-$20.000
2017,4010.02506265664,1,$0-$20.000
2017,4019.13875598086,1,$0-$20.000
2017,4032.25806451613,1,$0-$20.000
2017,4037.58625752459,1,$0-$20.000
2017,4052.26838937014,1,$0-$20.000
2017,4052.44338498212,1,$0-$20.000
2017,4072.39819004525,1,$0-$20.000
2017,4086.02150537634,1,$0-$20.000
2017,4110.99691675231,1,$0-$20.000
2017,4112.90322580645,1,$0-$20.000
2017,4117.55361397935,1,$0-$20.000
2017,4140.12738853503,1,$0-$20.000
2017,4145.03816793893,1,$0-$20.000
2017,4157.52876490214,1,$0-$20.000
2017,4176.34408602151,1,$0-$20.000
2017,4177.10944026734,1,$0-$20.000
2017,4195.8041958042,1,$0-$20.000
2017,4200,1,$0-$20.000
2017,4203.82165605096,1,$0-$20.000
2017,4210.96755248862,1,$0-$20.000
2017,4228.45397151666,1,$0-$20.000
2017,4242.0814479638,1,$0-$20.000
2017,4259.04977375566,1,$0-$20.000
2017,4301.0752688172,1,$0-$20.000
2017,4316.54676258993,1,$0-$20.000
2017,4321.7879854294,1,$0-$20.000
2017,4324.32432432432,1,$0-$20.000
2017,4344.19381787803,1,$0-$20.000
2017,4355.2036199095,1,$0-$20.000
2017,4404.63955366319,1,$0-$20.000
2017,4408.60215053763,1,$0-$20.000
